Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,Reactome_2022__Intracellular Signaling By Second Messengers R-HSA-9006925,0.5204835370489668,1.146451742626389,0.29955947136563876,1.0,1.0,9/24,19.41%,ITPR2;PSMB8;PTEN;AKT3;EZH2;PPP2CA;PPP2R1A;AKT1S1;REST
prerank,Reactome_2022__Membrane Trafficking R-HSA-199991,0.4806785188186543,1.1410147147149001,0.25661914460285135,1.0,1.0,13/53,18.81%,TBC1D17;SEC24C;RAB5B;ARF3;KIF21B;EPN1;CLTA;CD59;AKT3;TRIP11;RAB5C;AP2A1;TBC1D10A
prerank,Reactome_2022__Vesicle-mediated Transport R-HSA-5653656,0.4806785188186543,1.1410147147149001,0.25661914460285135,1.0,1.0,13/53,18.81%,TBC1D17;SEC24C;RAB5B;ARF3;KIF21B;EPN1;CLTA;CD59;AKT3;TRIP11;RAB5C;AP2A1;TBC1D10A
prerank,Reactome_2022__Transcriptional Regulation By TP53 R-HSA-3700989,0.5235772358146519,1.1387548451654608,0.3,1.0,1.0,7/23,14.36%,CNOT3;PTEN;PRKAA1;AKT3;NDRG1;PPP2CA;PPP2R1A
prerank,Reactome_2022__Innate Immune System R-HSA-168249,0.47208858975711315,1.1361082248125334,0.2383838383838384,1.0,1.0,23/78,23.98%,MAP3K14;RHOF;DOCK2;STK11IP;RAB5B;DBNL;ITPR2;PSMB8;VCL;CD59;RIPK3;SKP1;PPP2CA;PPP2R1A;KCMF1;IKBKG;RAB5C;ARSA;ALOX5;OTUD5;POLR2E;IFNA16;CD53
prerank,KEGG_2021_Human__Huntington disease,0.5300191654708345,1.1277436200063546,0.33598183881952326,1.0,1.0,7/19,22.37%,CLTA;NDUFS7;ATP5F1A;ADRM1;AP2A1;REST;POLR2E
prerank,Reactome_2022__RNA Polymerase II Transcription R-HSA-73857,0.46901647432959953,1.1129510377231324,0.2804020100502513,1.0,1.0,16/74,14.78%,MED25;MAP4K2;PSMB8;RBM8A;CNOT3;BRD2;PTEN;SKP1;PRKAA1;AKT3;EZH2;NDRG1;PPP2CA;AXIN1;PPP2R1A;MLLT1
prerank,Reactome_2022__Signal Transduction R-HSA-162582,0.4539549013581622,1.1077934081427465,0.20520520520520522,1.0,1.0,46/156,22.73%,FZD10;RHOF;DOCK2;FZD9;PDE4D;PPP1R15A;KIDINS220;ITPR2;PSMB8;VCL;EPN1;CLTA;ANKRD26;GABRA1;MOB1B;CDC42EP2;MARK3;RFNG;PTEN;SKP1;PRKAA1;AKT3;EZH2;GPHA2;PPP2CA;AXIN1;GNA13;USF1;PPP2R1A;AKT1S1;ATP6AP1;H2AC4;OPHN1;ADRA2B;IKBKG;AP2A1;DVL3;REST;SMC3;BRAF;FES;H2BC17;PDHA2;POLR2E;HES5;CDK5R2
prerank,Reactome_2022__Generic Transcription Pathway R-HSA-212436,0.4664780413921221,1.1012745053870943,0.3006072874493927,1.0,1.0,14/65,14.36%,MED25;MAP4K2;PSMB8;CNOT3;BRD2;PTEN;SKP1;PRKAA1;AKT3;EZH2;NDRG1;PPP2CA;AXIN1;PPP2R1A
prerank,Reactome_2022__PIP3 Activates AKT Signaling R-HSA-1257604,0.5060883109262795,1.096883447172666,0.3701226309921962,1.0,1.0,8/21,19.41%,PSMB8;PTEN;AKT3;EZH2;PPP2CA;PPP2R1A;AKT1S1;REST
prerank,Reactome_2022__Gene Expression (Transcription) R-HSA-74160,0.46058182466478964,1.0957199255997008,0.3149448345035105,1.0,1.0,18/79,17.21%,MED25;MAP4K2;PSMB8;RBM8A;CNOT3;BRD2;PTEN;SKP1;PRKAA1;AKT3;EZH2;NDRG1;PPP2CA;AXIN1;PPP2R1A;MLLT1;TET2;H2AC4
prerank,KEGG_2021_Human__Parkinson disease,0.5211383055211947,1.095505576901704,0.3823191733639495,1.0,1.0,4/17,13.00%,ITPR2;NDUFS7;ATP5F1A;ADRM1
prerank,Reactome_2022__Metabolism Of Carbohydrates R-HSA-71387,0.5015226274493285,1.0943049238379945,0.36353591160220994,1.0,1.0,5/22,18.64%,MAP4K2;B3GAT3;PPP2CA;PPP2R1A;HEXA
prerank,Reactome_2022__HIV Infection R-HSA-162906,0.5311502999905772,1.0911767704033914,0.3713620488940629,1.0,1.0,6/16,22.37%,DOCK2;PSMB8;SKP1;HMGA1;AP2A1;POLR2E
prerank,KEGG_2021_Human__Epstein-Barr virus infection,0.5145000894777344,1.0909906106290066,0.3745743473325766,1.0,1.0,6/18,23.20%,MAP3K14;AKT3;ADRM1;ENTPD8;IKBKG;IFNA16
prerank,Reactome_2022__Post-translational Protein Modification R-HSA-597592,0.45116910151273015,1.0856915294993692,0.31955645161290325,1.0,1.0,24/90,22.02%,SEC24C;RAB5B;PSMB8;ARF3;INO80D;WDTC1;FOXL2;CD59;PTEN;SKP1;AXIN1;ADRM1;YOD1;UGGT1;FBXW12;CLSPN;H2AC4;IKBKG;RAB5C;ARSA;NUCB1;SMC3;H2BC17;OTUD5
prerank,Reactome_2022__TCF Dependent Signaling In Response To WNT R-HSA-201681,0.5012010379208938,1.071660302241724,0.4191096634093377,1.0,1.0,10/23,27.48%,PSMB8;PPP2CA;AXIN1;PPP2R1A;H2AC4;DVL3;H2BC17;H3C7;H2AC20;AKT1
prerank,KEGG_2021_Human__Pathways in cancer,0.46704520566406554,1.0712743271232952,0.38929695697796435,1.0,1.0,12/36,23.20%,FZD10;FZD9;PTEN;SKP1;AKT3;AXIN1;GNA13;IKBKG;DVL3;BRAF;HES5;IFNA16
prerank,KEGG_2021_Human__Tight junction,-0.3452984993827318,-1.0629649660666458,0.3103448275862069,1.0,0.8462311557788945,4/17,6.59%,MAPK8;CLDN17;ACTN4;RAPGEF2
prerank,KEGG_2021_Human__cAMP signaling pathway,-0.34416875514655954,-1.0618954322223917,0.33064516129032256,1.0,0.8472361809045226,4/17,4.63%,GPR119;MAPK8;CALML5;ABCC4
prerank,Reactome_2022__Programmed Cell Death R-HSA-5357801,0.4941457504063973,1.0591146401020937,0.4280898876404494,1.0,1.0,5/20,17.09%,DBNL;PSMB8;RIPK3;AKT3;CLSPN
prerank,Reactome_2022__Cell Cycle R-HSA-1640170,0.4576104972356633,1.0586290390779232,0.3964984552008239,1.0,1.0,18/50,27.60%,CDK11B;PSMB8;RSF1;ORC4;SKP1;AKT3;PPP2CA;PPP2R1A;CLSPN;H2AC4;SMC3;H2BC17;POLR2E;CDC26;H3C7;H2AC20;AKT1;CHTF8
prerank,Reactome_2022__Signaling By Rho GTPases R-HSA-194315,0.454738867201101,1.0526266477921655,0.41478439425051333,1.0,1.0,19/51,27.42%,RHOF;DOCK2;KIDINS220;ANKRD26;CDC42EP2;PPP2CA;GNA13;PPP2R1A;ATP6AP1;H2AC4;OPHN1;DVL3;H2BC17;ARFGAP2;H3C7;ARAP3;ARHGAP5;NCF4;H2AC20
prerank,"Reactome_2022__Signaling By Rho GTPases, Miro GTPases And RHOBTB3 R-HSA-9716542",0.45180264705609874,1.0461852855434715,0.42137718396711205,1.0,1.0,19/52,27.42%,RHOF;DOCK2;KIDINS220;ANKRD26;CDC42EP2;PPP2CA;GNA13;PPP2R1A;ATP6AP1;H2AC4;OPHN1;DVL3;H2BC17;ARFGAP2;H3C7;ARAP3;ARHGAP5;NCF4;H2AC20
prerank,Reactome_2022__GPCR Downstream Signaling R-HSA-388396,0.45861108368388015,1.0408057357392058,0.4435146443514644,1.0,1.0,8/36,17.69%,PDE4D;ITPR2;AKT3;GPHA2;PPP2CA;GNA13;PPP2R1A;ADRA2B
prerank,KEGG_2021_Human__Amyotrophic lateral sclerosis,0.5143321953494709,1.039878799762407,0.45895953757225433,1.0,1.0,3/15,13.00%,NDUFS7;ATP5F1A;ADRM1
prerank,KEGG_2021_Human__Shigellosis,0.45690145838891755,1.0395827519373773,0.44714587737843553,1.0,1.0,8/31,18.04%,H3C3;ITPR2;H3C8;VCL;SKP1;AKT3;AKT1S1;IKBKG
prerank,Reactome_2022__Hemostasis R-HSA-109582,0.45252165197781413,1.0333628683797995,0.4614594039054471,1.0,1.0,13/40,25.58%,DOCK2;ITPR2;KIF21B;VCL;PPP2CA;GNA13;PPP2R1A;ADRA2B;IFNA16;ITPK1;PHACTR2;H3C7;FAM110A
prerank,Reactome_2022__Expression And Translocation Of Olfactory Receptors R-HSA-9752946,0.4227001737143498,1.0297385711775813,0.395,1.0,1.0,34/179,16.50%,OR4C16;OR13C2;OR5AP2;OR1L1;OR13C5;OR14A16;OR10A4;OR2T2;OR10Q1;OR5M8;OR4A16;OR1S2;OR56B4;OR10T2;OR4D5;OR1N2;OR4A47;OR6S1;OR56A1;OR5B12;OR52E6;OR8B12;OR2B3;OR2T6;OR1L6;OR1M1;OR9A2;OR2T35;OR8A1;OR4M1;OR2K2;OR5M10;OR1L3;OR10P1
prerank,Reactome_2022__Olfactory Signaling Pathway R-HSA-381753,0.4227001737143498,1.0297385711775813,0.395,1.0,1.0,34/179,16.50%,OR4C16;OR13C2;OR5AP2;OR1L1;OR13C5;OR14A16;OR10A4;OR2T2;OR10Q1;OR5M8;OR4A16;OR1S2;OR56B4;OR10T2;OR4D5;OR1N2;OR4A47;OR6S1;OR56A1;OR5B12;OR52E6;OR8B12;OR2B3;OR2T6;OR1L6;OR1M1;OR9A2;OR2T35;OR8A1;OR4M1;OR2K2;OR5M10;OR1L3;OR10P1
