Name   , Term                                                                                                         , ES                  , NES                , NOM p-val           , FDR q-val           , FWER p-val, Tag % , Gene %, Lead_genes
prerank, Reactome_2022__Activation Of HOX Genes During Differentiation R-HSA-5619507                                  , -0.43009481622677115, -1.176100368849032 , 0.26373626373626374 , 0.932100401231688   ,       1.0 , 8/15  , 42.31%, H2BC14;H2BC1;H2BC15;POLR2A;H2BC13;H2BC26;H2AC14;H3C13
prerank, Reactome_2022__Nonsense Mediated Decay (NMD) Enhanced By Exon Junction Complex (EJC) R-HSA-975957            , -0.4165168798127912 , -1.175739119762706 , 0.22916666666666666 , 0.9077980985557733  ,       1.0 , 9/17  , 44.45%, RPS7;RPL21;RPL14;SMG1;RPSA;RPS17;SMG5;RPS24;RPS29
prerank, Reactome_2022__Cellular Responses To Stimuli R-HSA-8953897                                                   , -0.33032101963276916, -1.170691461999654 , 0.13                , 0.8871222798996184  ,       1.0 , 40/77 , 48.25%, ANAPC2;RPS7;AKT3;RNASE12;ATP6V1F;NCF1;H1-5;H2BC14;H2BC1;H2BC15;PRKCD;NCOA2;NUP153;RPL21;CITED2;ARFGAP1;ATP7A;MEF2D;AGO3;RPL14;CXXC1;H2BC13;H2BC26;MINK1;RPSA;BAG4;RPS17;H2AC14;NRIP1;CRTC2;HM13;RPS24;H3C13;H1-3;RPS29;YWHAE;CDC26;ANAPC15;TNRC6B;MAPK8
prerank, Reactome_2022__Cellular Responses To Stress R-HSA-2262752                                                    , -0.33032101963276916, -1.170691461999654 , 0.13                , 0.8871222798996184  ,       1.0 , 40/77 , 48.25%, ANAPC2;RPS7;AKT3;RNASE12;ATP6V1F;NCF1;H1-5;H2BC14;H2BC1;H2BC15;PRKCD;NCOA2;NUP153;RPL21;CITED2;ARFGAP1;ATP7A;MEF2D;AGO3;RPL14;CXXC1;H2BC13;H2BC26;MINK1;RPSA;BAG4;RPS17;H2AC14;NRIP1;CRTC2;HM13;RPS24;H3C13;H1-3;RPS29;YWHAE;CDC26;ANAPC15;TNRC6B;MAPK8
prerank, Reactome_2022__SARS-CoV Infections R-HSA-9679506                                                             , -0.364283512582171  , -1.1673354225149397, 0.23711340206185566 , 0.8807583446381617  ,       1.0 , 22/34 , 52.34%, RPS7;AKT3;IFNA10;HLA-F;NUP153;PRKCSH;IFNA4;IFNGR2;UBE2I;IFNA17;MASP2;RPSA;RPS17;RPS24;IFNA14;RPS29;YWHAE;EDEM2;UBE2V1;MAP1LC3B;PARP4;IKBKG
prerank, KEGG_2021_Human__Systemic lupus erythematosus                                                                , -0.3517832157295017 , -1.1595623085289946, 0.19                , 0.8952155453951666  ,       1.0 , 21/43 , 44.39%, H3C2;H2BC10;H2BC6;H2BC14;H2BC1;H2BC15;H4C1;H4C5;H2BC13;H4C3;H2AC14;H2AC12;H2AC1;H2AC21;H4C9;H4C2;H2AC11;H4C13;H3C13;H4C4;H4C8
prerank, Reactome_2022__DNA Repair R-HSA-73894                                                                        , -0.3659202678730452 , -1.1579557062336145, 0.2631578947368421  , 0.8822194962641984  ,       1.0 , 10/28 , 27.83%, H2BC14;H2BC1;H2BC15;FANCL;FAAP100;POLR2A;H2BC13;NEIL3;H2BC26;UBE2I
prerank, Reactome_2022__Cellular Response To Chemical Stress R-HSA-9711123                                            , -0.4075140168959548 , -1.1513678836210215, 0.23157894736842105 , 0.8893689154303133  ,       1.0 , 5/15  , 17.45%, AKT3;NCF1;PRKCD;NCOA2;ATP7A
prerank, Reactome_2022__SARS-CoV-2 Infection R-HSA-9694516                                                            , -0.3686388568475997 , -1.150363903593176 , 0.25                , 0.8726778363434751  ,       1.0 , 21/31 , 52.34%, RPS7;AKT3;IFNA10;HLA-F;NUP153;PRKCSH;IFNA4;UBE2I;IFNA17;MASP2;RPSA;RPS17;RPS24;IFNA14;RPS29;YWHAE;EDEM2;UBE2V1;MAP1LC3B;PARP4;IKBKG
prerank, Reactome_2022__ESR-mediated Signaling R-HSA-8939211                                                          , -0.37491925758180167, -1.1481432158502654, 0.2604166666666667  , 0.864981295647527   ,       1.0 , 14/28 , 35.55%, AKT3;USF1;H2BC14;H2BC1;H2BC15;NCOA2;AGO3;POLR2A;H2BC13;H2BC26;CDK9;H2AC14;NRIP1;GNG10
